UnitCode,ParkName,Date,Comments,Year,MonthName,MonthNumber,Prompt,WordCount,TokenCount,CharacterCount,Output
EFMO,Effigy Mounds NM,2007-10-01,Dull fall color season and cloudy/rainy days led to slow visitation first two weeks in october which are traditionally our busiest weeks of the year.  Fall lasted all month though helping with numbers at end of month. HawkWatch event was also moved from September to October this month for the first time.,2007,October,10,"Comment for October:
Dull fall color season and cloudy/rainy days led to slow visitation first two weeks in october which are traditionally our busiest weeks of the year.  Fall lasted all month though helping with numbers at end of month. HawkWatch event was also moved from September to October this month for the first time.",55,67,326,October: No Closures.
EFMO,Effigy Mounds NM,2023-01-01,"Visitor center closed Tuesdays and Wednesdays for the winter season; visitation numbers for those days estimated and entered in the ""Estimate of Recreation Visits (not fishing) when VC Closed"" field. Number of Jr. Ranger Books and Badges distributed is not currently tracked. Many internal use data categories are no longer relevant at all to the park or are relevant only during the summer season.",2023,January,1,"Comment for January:
Visitor center closed Tuesdays and Wednesdays for the winter season; visitation numbers for those days estimated and entered in the ""Estimate of Recreation Visits (not fishing) when VC Closed"" field. Number of Jr. Ranger Books and Badges distributed is not currently tracked. Many internal use data categories are no longer relevant at all to the park or are relevant only during the summer season.",67,84,419,January: Visitor center closed on Tuesdays and Wednesdays for the winter season.
EFMO,Effigy Mounds NM,2023-02-01,"Due to inclement weather, the visitor center closed early one day and remained closed the following day. Although closed, visitation for these periods of closure are not estimated or reflected in the figure provided for ""Estimate of Recreation Visits (not fishing) when VC Closed."" Many of the Internal Use Data fields are not tracked during the winter months or may no longer be appropriate and should be updated to reflect current Interpretation operations.",2023,February,2,"Comment for February:
Due to inclement weather, the visitor center closed early one day and remained closed the following day. Although closed, visitation for these periods of closure are not estimated or reflected in the figure provided for ""Estimate of Recreation Visits (not fishing) when VC Closed."" Many of the Internal Use Data fields are not tracked during the winter months or may no longer be appropriate and should be updated to reflect current Interpretation operations.",76,90,481,February: The visitor center was closed for two consecutive days due to inclement weather.
EFMO,Effigy Mounds NM,2023-05-01,"Until May 28 (Memorial Day weekend), visitor center was closed for winter season on Tuesdays and Wednesdays. Starting May 28, visitor center resumed seven-day-per-week operations. Figure for ""Estimate of Recreation Visits (not fishing) when VC Closed"" calculated using an average of visitors for the Monday, Thursday, and Friday surrounding the days closed. Any school field trips that had occurred on Monday, Thursday, or Friday were excluded from calculation of the average.",2023,May,5,"Comment for May:
Until May 28 (Memorial Day weekend), visitor center was closed for winter season on Tuesdays and Wednesdays. Starting May 28, visitor center resumed seven-day-per-week operations. Figure for ""Estimate of Recreation Visits (not fishing) when VC Closed"" calculated using an average of visitors for the Monday, Thursday, and Friday surrounding the days closed. Any school field trips that had occurred on Monday, Thursday, or Friday were excluded from calculation of the average.",74,101,493,"May: Visitor center was closed for winter season on Tuesdays and Wednesdays until May 28 (Memorial Day weekend), when it resumed seven-day-per-week operations."
EFMO,Effigy Mounds NM,2023-04-01,"Park visitor center remained closed on Tuesdays and Wednesdays for the entire month. In addition, the visitor center was closed for one (1) day due to a snowstorm and for six (6) days because flooding on the Mississippi River closed the state highway that provides access to the park. The figure for ""Estimate of Recreation Visits (not fishing) when the VC Closed"" includes an estimate only for the Tuesdays and Wednesdays the VC is normally closed and the one (1) snow day; it does NOT include an estimate for the visitation not counted during the four days (TH-SUN, 4/27-4/30) when the VC was closed because of the flooding.",2023,April,4,"Comment for April:
Park visitor center remained closed on Tuesdays and Wednesdays for the entire month. In addition, the visitor center was closed for one (1) day due to a snowstorm and for six (6) days because flooding on the Mississippi River closed the state highway that provides access to the park. The figure for ""Estimate of Recreation Visits (not fishing) when the VC Closed"" includes an estimate only for the Tuesdays and Wednesdays the VC is normally closed and the one (1) snow day; it does NOT include an estimate for the visitation not counted during the four days (TH-SUN, 4/27-4/30) when the VC was closed because of the flooding.",111,149,645,"April: The park visitor center was closed on Tuesdays and Wednesdays throughout the month, as well as for one day due to a snowstorm and six days due to flooding on the Mississippi River."
VIVE,Vietnam Veterans MEM,2021-01-01,Estimate based on LINC,2021,January,1,"Comment for January:
Estimate based on LINC",7,10,43,January: No Closures.
VIVE,Vietnam Veterans MEM,2021-02-01,Estimate based on LINC,2021,February,2,"Comment for February:
Estimate based on LINC",7,10,44,February: No Closures.
VIVE,Vietnam Veterans MEM,2021-03-01,Estimate based on LINC,2021,March,3,"Comment for March:
Estimate based on LINC",7,10,41,March: No Closures.
VIVE,Vietnam Veterans MEM,2011-07-01,Independence Day 7/4.,2011,July,7,"Comment for July:
Independence Day 7/4.",6,12,39,July: No Closures.
VIVE,Vietnam Veterans MEM,2021-09-01,Estimated based on visitation at LINC,2021,September,9,"Comment for September:
Estimated based on visitation at LINC",9,12,60,September: No Closures.
VIVE,Vietnam Veterans MEM,2021-10-01,Estimated based on visitation at LINC,2021,October,10,"Comment for October:
Estimated based on visitation at LINC",9,12,58,October: No Closures.
VIVE,Vietnam Veterans MEM,2021-08-01,Estimated based on visitation at LINC,2021,August,8,"Comment for August:
Estimated based on visitation at LINC",9,12,57,August: No Closures.
VIVE,Vietnam Veterans MEM,2011-10-01,Incomplete count taken on 10/26.,2011,October,10,"Comment for October:
Incomplete count taken on 10/26.",8,13,53,October: No Closures.
VIVE,Vietnam Veterans MEM,2021-06-01,Estimates based on visitation at LINC,2021,June,6,"Comment for June:
Estimates based on visitation at LINC",9,13,55,June: No Closures.
VIVE,Vietnam Veterans MEM,2021-07-01,Estimates based on visitation at LINC,2021,July,7,"Comment for July:
Estimates based on visitation at LINC",9,13,55,July: No Closures.
VIVE,Vietnam Veterans MEM,2021-05-01,Estimates based on visitation at LINC,2021,May,5,"Comment for May:
Estimates based on visitation at LINC",9,13,54,May: No Closures.
VIVE,Vietnam Veterans MEM,2011-02-01,"due to low staffing, no count taken 2/9 ",2011,February,2,"Comment for February:
due to low staffing, no count taken 2/9 ",11,17,62,February: No Closures.
VIVE,Vietnam Veterans MEM,2019-07-01,7/4/2019  Site closed due to July 4th.,2019,July,7,"Comment for July:
7/4/2019  Site closed due to July 4th.",10,20,56,July: No Closures.
VIVE,Vietnam Veterans MEM,2011-06-01,"Due to insufficient staffing, incomplete counts taken on 6/6, 6/17.",2011,June,6,"Comment for June:
Due to insufficient staffing, incomplete counts taken on 6/6, 6/17.",13,23,85,June: No Closures.
VIVE,Vietnam Veterans MEM,2011-08-01,"Earthquake 8/23, Hurricane 8/27-park closed at 1600.",2011,August,8,"Comment for August:
Earthquake 8/23, Hurricane 8/27-park closed at 1600.",10,24,72,August: The park was closed on August 23 due to an earthquake and on August 27 at 1600 due to a hurricane.
VIVE,Vietnam Veterans MEM,2011-09-01,"No counts recorded on nights shift on 9/10, incomplete counts on 9/28.",2011,September,9,"Comment for September:
No counts recorded on nights shift on 9/10, incomplete counts on 9/28.",15,24,93,September: No Closures.
VIVE,Vietnam Veterans MEM,2019-12-01,"12/25/2019  Christmas. No rangers on duty, but memorial open to visitors.",2019,December,12,"Comment for December:
12/25/2019  Christmas. No rangers on duty, but memorial open to visitors.",14,25,95,December: No Closures.
VIVE,Vietnam Veterans MEM,2019-02-01,"2/20/2019  Federal government closed due to inclement weather, but memorials remained open.",2019,February,2,"Comment for February:
2/20/2019  Federal government closed due to inclement weather, but memorials remained open.",15,26,113,February: No Closures.
VIVE,Vietnam Veterans MEM,2011-04-01,"Due to insufficient staffing, partial counts taken on 4/10 & 4/12.  No counts recorded on 4/14.",2011,April,4,"Comment for April:
Due to insufficient staffing, partial counts taken on 4/10 & 4/12.  No counts recorded on 4/14.",19,33,114,April: No Closures.
VIVE,Vietnam Veterans MEM,2019-01-01,"1/1/2019-1/26/2019  Partial government shutdown. No rangers on duty, but memorials remained open.",2019,January,1,"Comment for January:
1/1/2019-1/26/2019  Partial government shutdown. No rangers on duty, but memorials remained open.",15,34,118,January: No Closures.
VIVE,Vietnam Veterans MEM,2011-03-01,"Due to short staffing, incomplete counts taken on 3/4, 3/7, 3/11, 3/21, & 3/22",2011,March,3,"Comment for March:
Due to short staffing, incomplete counts taken on 3/4, 3/7, 3/11, 3/21, & 3/22",17,38,97,March: No Closures.
VIVE,Vietnam Veterans MEM,2011-05-01,"Due to insufficient staffing, incomplete counts taken on 5/12, 5/14, 5/15.  Rolling Thunder event 5/30, Memorial Day 5/31.",2011,May,5,"Comment for May:
Due to insufficient staffing, incomplete counts taken on 5/12, 5/14, 5/15.  Rolling Thunder event 5/30, Memorial Day 5/31.",21,44,139,May: No Closures.
CHIC,Chickasaw NRA,2012-08-01,Guy Sandy area is closed.,2012,August,8,"Comment for August:
Guy Sandy area is closed.",8,10,45,August: Guy Sandy area is closed.
CHIC,Chickasaw NRA,2012-05-01,Rock Creek campground is still closed.,2012,May,5,"Comment for May:
Rock Creek campground is still closed.",9,11,55,May: Rock Creek campground is closed.
CHIC,Chickasaw NRA,2008-08-01,Goddard Youth Camp closed during August,2008,August,8,"Comment for August:
Goddard Youth Camp closed during August",9,12,59,August: Goddard Youth Camp closed.
CHIC,Chickasaw NRA,2008-05-01,State Launch Ramp is closed for road paving,2008,May,5,"Comment for May:
State Launch Ramp is closed for road paving",11,12,60,May: State Launch Ramp is closed for road paving.
